,product,gender,length,review,star
128,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
肌荒れがひどいため、カップ付きのゆったりめの下着を探していました。かなり細身ですが、サイズ感ちょうど良く、肌触りも良くて気に入っています。
",1
129,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
綿100%のインナーを探していて、こちらを購入。とにかく、袖丈、着丈ともに短いです。身長155センチ、普段の洋服のサイズは、7号か9号です。首のくりかたも大きいので、面積が小さくて、なんだか落ち着きません。フクス○の綿100のほうが、数倍良かったです。
",0
130,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
楽ですが、少したよりない感じもします。綿セーターの下に着たかったので、これくらいでもいいかなと思いました。
",0
131,[グンゼ] インナーシャツ ホットマジック 寒さ知らず ロング ハイネック 日本製 MH5645 レディース,女性,長袖,"
gunzedirect2,128円<2,975円amazon一例
",0
132,【寒さ知らず】8分袖インナー（レディース）,女性,長袖,"
セールでお買い得でした。店舗でもこのお値段はなかったような！　　重ね着しない私には大変重宝しております。
",1
133,【STANDARD】ＶネックＴシャツ(Ｖ首)(メンズ),男性,半袖,"
当方M?Lの女性ですが、このSサイズなら仕事用にインナーでなく普通に着られています。着心地がよく軽いので便利。なかなかのヒット。もう一枚買ってもいいかなと思っています。
",1
134,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
化繊で肌がかゆくなるので綿のこちらを買ってみましたまったくかゆくないのですがパットが…豊満な方はいいかもしれませんが貧相な胸元には合いません。寝る時にしか着れません…
",0
135,[グンゼ] インナーシャツ ホットマジック 寒さ知らず ロング ハイネック 日本製 MH5645 レディース,女性,長袖,"
よく伸びます！普段3LですがLLで入りました。でも3Lがあればいいのに。残念な点が、首がピッタリフィットしないので寒かったです。スキマができました。更に首裏の生地が裏起毛では無かったので冷たく感じました（表の生地と同じ）。首以外の内側の生地は裏起毛で暖かかったです！
",0
136,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
離れている息子（身長はあるのですが、細身ですので）に送付するので、サイズがつかめず、いつも苦慮しています。上に何か来て調節してもらいましょう。
",0
137,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
製品は良いと思うのだが、172cm 50kgの痩せ型の私には少し大きかった。他メーカーもそうなのだが意外に大人メンズ下着のSサイズは作られていないことが多いので残念だ。
",0
138,【SEAMLESS】8分袖インナー（レディース）,女性,長袖,"
ショーツとお揃いで購入いたしました。肌触りがよく、薄手ですが生地がしっかりしている感じで、なめらかでとても着やすいです。就寝用と日中用の肌着は分けておりますので、就寝用にピッタリです。これからの季節、パジャマの下に着用するのに活躍しそうです。
",1
139,【STANDARD】キャミソール(レディース),女性,半袖,"
肌触り、生地、いいです。黒系の洋服を着る際に重宝しています。価格もお手頃でイイです。
",1
140,【Ｔシャツ専用】袖あり・汗取り付Ｔシャツ（短袖）（メンズ）【まとめ買い割対象】,男性,半袖,"
　夏の季節、Ｔシャツの下に着られるものとして、ワキの部分のパッドがよさそうだったので購入。少しざらっとした肌触りの生地で、着心地はどうかなと思いましたが、これが素晴らしい。一旦着てしまえば着用していることを忘れるくらいだし、ワキのパッドの存在を感じることもありません。　いままでＴシャツは素肌に着ていましたが、これをインナーに着ておくと涼しさが全く違います。Ｔシャツ＋インナーの２枚着ている方がＴシャツ１枚より快適に感じることに驚きました。追加で２枚注文しました。
",1
141,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
肌触りがいい
",1
142,【STANDARD】ＶネックＴシャツ(Ｖ首)(メンズ),男性,半袖,"
今回は夫のシャツを購入しました。前回は自分用の半袖シャツを購入したところ、袖の長さも、首のあき具合も、生地の厚みもよかったです。もう少し丈があればもっといいです。あと肩の縫い目がもう少し柔らかかったら最高です。でも全体的にタグもなく着心地はとてもいいです。夫にもこの着心地を体験してほしくて購入しました。下着は大切です。
",1
143,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
肌着として使用中です。当方174cm・100kgオーバーの巨漢です。LLを買いましたが外国サイズなのか？ほどよい感じのサイズです。実測で胸囲が116cmありますが、伸びるのでキツくて苦しいといった事は今の所感じません。ただ首回りがタイトな作りなので、人によっては締まるような？キツい感じがするかも知れません。綿100％で素材も良いので、自分みたいな体型の人でもオススメできます(^_^)
",1
144,[グンゼ] インナーシャツ YG 綿100% クルーネック長袖 YV0011N メンズ,男性,長袖,"
やや太目のリブ編みで、毛羽は少ない方だが少しざらついたような生地感。首回りに余裕があるピタッとしたシルエットで、9分丈の袖も相まって少し肌着感が強い。首元のタグが無く快適に着られるのは好印象。暫く使ってみて問題が無かったらリピートしたいかも。あとこの手の商品を選ぶときにいつも思うのだけど、胸囲〇サイズ何~何cmとだけ表示する風習をやめてほしい。身丈や袖丈、身幅を掲示して欲しい。必要な情報だし、どのようなサイズ感で着るかは消費者が選ぶのだし。HPを探して確認しに行くのはとても面倒だ。・平置きサイズ(HPより)　　身丈　身幅　袖丈 M 71 43 52 L 75 46 53 LL 78 49 55追記：首元のオーバーロックの処理が、チクチク痛い。残念。。
",0
145,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
安いのに着心地がとても良い！またリピートします！
",1
146,【STANDARD】半袖インナー(レディース),女性,半袖,"
薄着の季節の汗対策も込めて、ベージュのインナーを選びました。やはり、袖口に縫い目があるので、ボコっと目立ちます。少し余裕のあるシャツであれば大丈夫かもしれません。肌が弱いため、綿のインナーは貴重なので、うまく使える方法を探してみます。
",0
147,8分袖インナー(レディース),女性,長袖,"
ちょっとぴったりしすぎていたので、サイズLにしたほうが良かったかな？でもとても気に入っています。
",1
148,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
これからの季節に欠かせない。洗濯しても縮まないでほしい。
",0
149,[グンゼ] インナーシャツ ホットマジック 柔らか温か Vネック9分袖 MH1909 メンズ,男性,長袖,"
肌着ではグンゼの商品を購入すれば間違いなく満足感が得ることが出来ます。
",1
150,ボートネックＴシャツ(袖短め)(メンズ),男性,半袖,"
ポロシャツでは少し見えますが肩や首元や腋の下が適度に涼しく快適です。朝晩少し涼しくてもノースリーブと違って涼しすぎず汗染みもでにくくお勧めです。
",1
151,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
女性ものでは首が詰まっているものはほとんどないので、かなりいいです。体のラインも拾わず前を開けてカーディガンを羽織るときに使っています。
",1
152,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
以前、Ｍサイズで少し窮屈だったので、今回はＬサイズを注文。期待通りピッタリで、肌ざわりも良くて追加注文しました。
",1
153,【STANDARD】8分袖インナー(レディース),女性,長袖,"
袖口が全く伸びないので少しに着用問題がある。袖をめくったりができない。サイズ感はちょうどよかった
",0
154,半袖Ｕ首(メンズ),男性,半袖,"
綿100％とは思えないフワフワ感でした。着心地については「おろしたてとは思えない肌馴染みの良さ」だそうです。首にチクチクするタグがない（プリント式）のもうれしい。
",1
155,VネックTシャツ(Ｖ首)(メンズ)【まとめ買い割対象】,男性,半袖,"
素材(綿55％、ポリエステル30％、ポリウレタン15％)及び、カットオフが同じ型番違いの商品を購入したことがあります。Vネック部のリブ裏が汚れが気になるので、カットオフタイプの商品を買い増ししました。肌との相性が良ければリピートする予定です。
",1
156,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
ユニクロのエアリズム マイクロメッシュが、防臭機能、乾きやすさ、サラサラの着心地、全てに勝ってます。インナーの老舗、グンゼならと信じ購入しましたが、二度と買いません。
",0
157,【FOR WINTER】8分袖インナー（レディース）,女性,長袖,"
化繊のあったかインナーは汗をかいた時のムレが苦手で、綿100%、そして出来れば日本製のものをと思い探していたところ、こちらに出会いました。購入して大正解です！着心地がよさ、しっかりとした暖かさ、ともに満足でした。秋冬の新定番になりそうです。
",1
158,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
着心地、耐久性ともに最高です。次もこれを買いたいと思います。
",1
159,【STANDARD】8分袖インナー(レディース),女性,長袖,"
○ートテックを着用してましたが、何となく肌触りが気になり、綿素材を色違いでまとめ買いしました。ゆったり着たくてLサイズ購入思っていたより生地が薄いです。着心地はしま◯らの綿素材の方がいいです。国産に拘らなければ、もっと安価な物でも良かったかなと思いました。
",0
160,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
大きいというか緩やか気持ちは良い
",0
161,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
汗パットに汗を吸ったあと蒸発しないので、ワイシャツにシミができます！メイドインジャパンとは言えない縫製レベルですね。そのうち、破れるのではないか心配ですね
",0
162,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
夏はTシャツ直に脇汗パットを使っていましたが、こうした商品の登場は助かります。色味も白Tシャツに響かなくて良いです。ピチ目のTシャツなどの場合、乳首の突起も抑えらてて更に良いです。
",1
163,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
ちょっと思っていたより生地が薄かった
",0
164,【STANDARD】2分袖インナー(レディース),女性,半袖,"
日本製で綿100なのが嬉しい。生地の薄さは春夏に丁度良い。薄いのでカイロを貼ると熱かった。冬は快適工房の方が厚手でいいかもしれない。心配だったサイズも特に違和感はなかった（167㎝、Lサイズ）。スモークピンクはくすんだ色だが可愛く、白い服に合わせても透けない。スイートアクアは白い服に合わせると下着の線が透けるが、爽やかでキレイな色。グンゼ商品全体の色をそろえるか、色展開を増やしてほしい。色合いがバラバラなので統一感がなく、他のシリーズと組み合わせにくい。ザグンゼとフューチャーブラをセットで着る時、色合いが違うので気になる。そこだけ気になったので4.5ポイントにした。
",1
165,【STANDARD】8分袖インナー(レディース),女性,長袖,"
家族で 色違いで揃えてます。 今まで、百貨店のセールを利用してましたが、ネット利用して、お得感あり
",1
166,[グンゼ] インナーシャツ ホットマジック 寒さ知らず 8分袖 日本製 MH5646 レディース,女性,長袖,"
お祝いを頂いたお礼にギフト注文をしました、のし紙は付いていても商品に値札は付いたまま････箱には贈り主記載はなし･･･料金を支払った翌日に商品が届いても、値札が付いたままではいくらなんでも、ありえないです
",0
167,【寒さ知らず】8分袖インナー（レディース）,女性,長袖,"
妻に購入しました。寒がりですがこれはとても暖かくて何枚も購入、この冬は寒さ知らずで過ごしました。家の中ではこれ1枚で過ごせる日もあるほどです。外出する時のセーターもこもこにダウンを着て肩がこる…ということがなくなりました。毎日着ているのもあるかと思いますが、洗濯なのか洋服等と擦れてなのか、ダマっぽくなったり少し縮んだような気がします。袖はこの位でちょうどいいのですが、丈がもう少し長いと腰が出てしまわない安心感があって嬉しいです。
",1
168,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
問題なし。
",1
169,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
素材は柔らかくて良いでもデザインが特殊で襟から出てしまうし一度の洗濯で小さくなりました。もう着れない
",0
170,[グンゼ] インナーシャツ ホットマジック 集中保温シームレス 5分袖 MH9448P レディース,女性,長袖,"
母にプレゼントしました。156cmいつもMサイズの母にぴったりでした。薄手だけど生地が良く暖かいと喜んでいます。
",1
171,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
これはスリムフィットかもしれません。かなり、きつめです。
",0
172,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
肌触りはとても良いです。普段はユニクロヒートテックMサイズを着ていましたが、あれのぴったり加減に慣れてしまい、この商品は腕回りに余裕があるので心許ない気もします。もう少し密着感が欲しいです
",0
173,【STANDARD】半袖インナー(レディース),女性,半袖,"
Lサイズがちょうど良かったです。Mだとぴったりフィット。袖が短く、脇汗が染み出ます。身丈も短くお腹が少し出ました。春夏秋と、自宅にいるときパジャマの下に着ています。綿100%のインナーは他メーカーも色々と買ってみましたが、これがいちばん着心地良かったです。値段もちょうどいい。身長163cm／体重52kg
",1
174,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
ちょうどのサイズでした。手触りもいいです。
",1
175,ボートネックＴシャツ(袖短め)(メンズ),男性,半袖,"
グンゼ他ブランドの商品との違いがよくわかりません。倍近くの価格差はどこにあるのでしょうか？デオドラント加工等がされた生地でしょうか？丸胴編みですらありません。着心地はもとより、サイドの縫い目がアウターに響くとおもうのですが。
",0
176,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
Ｔシャツに着られるインナーとして試し買い。脇汗が酷いので、汗取りパッドが付いててノースリーブという点も気になりました。しかしレビューにあったように、汗取りパッドも機能としては中途半端。襟首もＴシャツからは見えてしまう。汗取りパッドは無いよりかはまだマシかと思ったのと、襟首はハサミ入れたらいいかな…と。持っててムダではないかと思いますが、再購入は無し。
",0
177,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
何度洗っても首回り、裾がゲレゲレにならないのはこのシャツだけです。
",1
178,【Fitte】ブラタンクトップ（レディース）,女性,半袖,"
就寝用に購入です。就寝時はナイトブラをしているのですが、その代用として買ってみました。しめつけ感やパットの端が肌にあたってゴロゴロすることは全くなく、着心地はいいです。ただ、バストの形を守りたい、というようなサポートは難しいので、自分の希望とは違いました。デザインはかわいいです。
",0
179,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
Ｖネックのセーターから、シャツが見えてしまうので、タートルセーターのみ着用。ちょっと残念
",0
180,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
当然ですが袖がない分、寒い時期には着られないです。生地は厚めでしっかりしており、洗濯ネットに入れて洗濯をしています。去年から着用していますが、今のところ穴が開くなどはなし。シルエットはかなりタイトで好みが分かれそう。肌触りはサラッとした感じではなく、しっとりした感じで、とてもいいです。半袖Tシャツのインナーとして使っていますが、首回りが深くなっているので、インナーが飛び出すことがなく、乳首も透けません。白のワイシャツの中に着ても透けにくいです。中肉中背でLサイズでちょうどいい。もう少し値段が安いと助かるので、皆さんセール時を狙いましょう。
",0
181,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
普通です。特別に良いこともなく。特別悪いわけでもないです。
",0
182,[グンゼ] インナーシャツ YG 綿100% クルーネック長袖 YV0011N メンズ,男性,長袖,"
洗濯したら少し縮んでしまいました。私の腕は特別長いわけではないが袖から腕がはみ出ます。それと他の方もレビューしてますが、縫い目の所が少しちくちくします。これは洗濯したらあまり気にならなくなりましたが...値段相応ですので不満はありません。
",0
183,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
普段LサイズなのでLを購入しました。8分袖・ぴったりの作りからか、小さく感じました。ひとつサイズアップしても良いかもしれません。綿100％なのでストレッチはほとんどありませんが、質が良く、肌ざわりはゴワゴワ感がありません。襟ぐりが大きく開いているので、アウターから覗くこともなく良いですね。
",0
184,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
172/74でMで少し小さい感じ。(ほぼジャストサイズ伸縮性はあるので着れますがとにかく暑い。恐ろしいほど汗をかく。(冬に着るあたたかくなるやつかとおもうくらい)シームレスなので襟元とか痒く鳴らないのですがとにかくジャストサイズだと肌にまとまりついて汗かきまくるのでワンサイズ上を買うことオススメします。
",0
185,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
下着、下着した感じがダメでした。すみませんまたさがします。ごめんなさい
",0
186,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
肌触り良くないです。
",0
187,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
んーこんなもんかな。
",0
188,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
もう少しサラッとした着心地を想像していたのですが、少しゴワッとした感じで残念でした。
",0
189,[グンゼ] インナーシャツ ホットマジック 寒さ知らず 8分袖 日本製 MH5646 レディース,女性,長袖,"
暖かいのですが、3、4回洗濯した(洗濯ネット使用)だけで毛玉が。。。ガッカリです！その後購入したユニ◯ロの極暖のほうが断然良いのです。
",0
190,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
予想してた通り、使い勝手が良く、肌触りも問題ありませんでした。Tシャツ着る時下着のラインが出ないので凄く良いです。
",1
191,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
着心地もいいし、サイズ感も基本的には良いです。一方、唯一謎なのが、丈がやけに長いということ。ビジネスでもオフスタイルでもいいですが、インナーとして着るとしてもやけに丈が長くてマイナス点というよりかは謎という感じです。一般的なTシャツよりも10cmは長いのかなあ
",1
192,【強撚カットオフ】ＵネックＴシャツ(U首・袖短め・脇パッド対応)(メンズ),男性,半袖,"
高品質で大変良い製品だと思います。カットオフでアウターに響きにくく気にいています。
",1
193,[グンゼ] インナーシャツ ホットマジック 寒さ知らず ロング ハイネック 日本製 MH5645 レディース,女性,長袖,"
とても軽くてストレッチ性も高く、そして、薄いのに暖かったです。
",1
194,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
他のメーカーのものに比べて少し丈が短いと感じました。生地の質感はよく、敏感な肌に優しいと思いました。
",0
195,[グンゼ] インナーシャツ ホットマジック 寒さ知らず 8分袖 日本製 MH5646 レディース,女性,長袖,"
「８分袖」と「ハイネック」を同時に購入しました。あたたかいです。
",1
196,[グンゼ] インナーシャツ 快適工房 年間 綿100% 長袖U首 KH3010 メンズ,男性,長袖,"
とてもきやすく、はだざわりがよく、洗濯しても小さくならず良かった。
",0
197,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
ワイシャツのインナーに購入。透けないのでいいのですが着るとかなりあたたかいみたいで暑がりの夫はあまり着てくれてません。寒がりの方にはぴったりなのかも
",0
198,【直営店限定】ＶネックＴシャツ(メンズ),男性,半袖,"
以前グレーを購入し、よく使っているので色違いのリピ。主張しすぎない柄なので、この上に何か柄物を羽織ると良いかと。
",1
199,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
袖短めのポロシャツのインナー用として購入。生地の厚みも丁度よく快適です。汗シミも出ませんでした。
",1
200,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
とてもいい商品ですが、手に取ってみるとちょっと薄手で、冬には向きません。結局再度厚めのものを購入しました。ただ、ただ春になれば活躍するでしょう。
",0
201,【STANDARD】タンクトップ(レディース),女性,半袖,"
母親にプレゼントしましたが、着心地が良いと言って追加での購入を催促されました。笑国産なので自信を持ってプレゼント出来ます。
",1
202,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
生地がぶ厚くて暑いまたUNIQLOの方が速乾性が良い
",0
203,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
気に入った点:汗取りパッドが大きめな点サイズ感惜しかった点:肌触りが良くない(想像以上にザラザラでチクチクする)ベージュが少し濃い。(オレンジの方にすればよかったかも？)乳首は普通に浮く商品のコンセプトとしてはすごくいいと思います。厚手のオーバーサイズ気味なTシャツのインナーとして着る分には問題ないと思います。オフィスカジュアルなどで着るポロシャツのインナーとしては乳首が普通に浮くので向いていないと思います。(ポロシャツ側が厚手だといいかもしれません)自分の肌の色味に合う色を選ばないとベージュでもインナー透けが目立つので注意が必要です。着た感じが結構チクチクするので肌が弱い人は避けたほうが無難かと思います。
",0
204,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
夏場はこれに決まってます。Ｔシャツよりずっと涼しくて、タンクトップよりずっとかっこいい。何度リピしたかわかりません。
",1
205,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 長袖丸首 2枚組 SV61082 メンズ,男性,長袖,"
サイズが希望のが無いのですが、安いので買いました。二度は買いません！！
",1
206,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
思っていたよりも縫製がしっかりしておりさすがはグンゼ製品です。いつもは富士紡製BVDを買っていますがそれ以上お値段と品質に満足です。
",1
207,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
とても着心地が良いです！適度な伸縮性とフィット感が気に入りました。
",1
208,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
さらっとしていてラク、ストレスない。
",1
209,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
素材は柔らかくて良いでもデザインが特殊で襟から出てしまうし一度の洗濯で小さくなりました。もう着れない
",0
210,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
サイズ、肌触り、形、すべて理想どおりです。3色買いましたが、他の色もいずれ買いたいと思います。
",1
211,【STANDARD】8分袖インナー(レディース),女性,長袖,"
職場が暑いため仕事中は冬でも温かいインナーは着用せず、エアリ○ムを着ておりました。ツルツルした肌触りが気になってきたので肌触りの良いものを試してみたいと思い購入してみました。肌触りはとても良いです、が着て行った日が忙しい日だったからかもしれませんが、かなり汗だくに…！保温性がすごく高いのかと思います。次はクールマジックを試してみます！
",0
212,【極】ロングスリーブシャツ（メンズ）,男性,長袖,"
1月~2月は、早朝出勤時や外出時間の長い日の必須アイテムとなっています。室内であれば、風呂上がりなどでも、1枚で充分温かく感じられて、大変助かっています。
",1
213,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
思っていたよりも薄手でした。昔のお父さんやおじいちゃんが着ていた肌着のイメージ？これは外では着れないですね。ワイシャツのインナーにしては首回りが分厚いですし。パジャマにしても、なんだかおじいちゃんな気分です。
",0
214,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
とてもいい商品ですが、手に取ってみるとちょっと薄手で、冬には向きません。結局再度厚めのものを購入しました。ただ、ただ春になれば活躍するでしょう。
",0
215,[グンゼ] インナーシャツ ホットマジック 集中保温シームレス 5分袖 MH9448P レディース,女性,長袖,"
私は肌着1枚では温かみに物足りず、重ね着にと思って購入しました。肩の部分がポカポカして温かみが感じられ良かった。何より窮屈なく着られたのが良かった。
",1
216,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 長袖丸首 2枚組 SV61082 メンズ,男性,長袖,"
Ordered M size, received a really small M size, which then shrunk really bad after 1st wash. Terrible product.
",0
217,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
以前に似たようなノースリーブ買いましたがそれが取り扱い無しになってしまったのでこちらを購入しました、以前のものがあればそちらが欲しいです
",0
218,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
丈が短いので、洗濯物を干すなどの、腕を上にあげるときは、おなかが出てしまい、冷えました。
",0
219,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
安価で良い、何回か使用し汚れたら捨てる。
",1
220,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
サラサラの肌触り脇の縫い目が無いので重ね着してもゴロつかない
",1
221,【Ｔシャツ専用】袖なし・汗取り付スリーブレス（メンズ）【まとめ買い割対象】,男性,半袖,"
Ｔシャツに限らず、オープンシャツやスウェットのアンダーとしても使い勝手がいいので冬以外はシーズン通して着用しています
",1
222,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
追加購入分含め4枚を半年以上毎日ローテーションで部屋着として使用してます。サイズは一般的な日本人向けの大きさでした。痒くならないし、シンプルだし、使い勝手は良いです。半年以上使ってますが、ヨレも気になりません。インナーでも十分使えます。
",1
223,【Ｔシャツ専用】汗取り部３層構造スリーブレス（メンズ）【まとめ買い割対象】,男性,半袖,"
干場氏のBRチャンネルを見て急激に欲しくなった一品。肌さわりもさらっとしているし、汗取りパッドが有用。ポロシャツやTシャツを一枚で来てた時よりも非常に満足です。汗をかきすぎるとお気に入りのTシャツの劣化も早くなるので気にしてましたがYシャツの下着にも使えるし、良い買い物が出来ました。
",1
224,フレンチ袖インナー(レディース),女性,半袖,"
ベトナム製とあって袖口の幅や袖の長さにばらつきがあります。シルエットや生地の感じは好きですが、やはり日本製が一番だと思いました。
",0
225,[グンゼ] インナーシャツ YG 綿100% クルーネック長袖 YV0011N メンズ,男性,長袖,"
洗濯すると小さい玉ができます、そしてこれが引き金となり、体が非常に痒くなります。残念ながら私の身体には合わなかったです。
",0
226,【Ｔシャツ専用】袖あり・汗取り付Ｔシャツ（短袖）（メンズ）【まとめ買い割対象】,男性,半袖,"
Tシャツ専用インナーということで期待してたのですが、普通の丸首Tシャツから丸見え！日本製で高い割にゴワゴワしてて気持ち悪いし、購入して損した。ユ〇クロのエアリズム　レディース　Uネックの方が半分の価格でオススメです。はっきり言って返品したいです。
",0
227,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
サイズも丁度リぴします。
",1
228,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
脇汗をこのシャツで対処しようと思い購入しましたが、60点ぐらいの満足度です。肌触りなど他の部分は言うことなしです。以前は日本製だったのにベトナム製に変わってしまい、ショックですが、、、。
",0
